	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
516	{7364: 14}	21.0	{55826: 21}	21.0	{70996: 14}	21.0																										
517	{7364: 14}	12.0	{55826: 28}	12.0	{70996: 14}	12.0																										
518	{7364: 14}	6.0	{55826: 14}	6.0	{70996: 14}	6.0																										
519	{7364: 14}	4.0	{70996: 28}	4.0																												
520	{7364: 2}	6.0	{55826: 2}	6.0	{70996: 2}	6.0																										
521	{7364: 2}	1.0	{70996: 4}	1.0																												
522	{7364: 28}	2.0																														
523	{55826: 28}	3.0																														
524	{70996: 14}	3.0	{113255: 28}	3.0																												
525	{76802: 7}	2.0	{113255: 7}	2.0																												
526	{76802: 12}	2.0	{113255: 12}	2.0																												
527	{76802: 24}	3.0	{113255: 24}	3.0																												
528	{76802: 24}	0.0	{113255: 24}	0.0																												
529	{873: 14}	2.0	{7558: 7}	2.0																												
530	{7364: 14}	2.0	{55826: 28}	2.0	{70996: 21}	2.0																										
531	{7364: 14}	2.0	{55826: 21}	2.0	{70996: 21}	2.0																										
532	{4460: 14}	0.0	{7364: 14}	0.0																												
533	{873: 7}	2.0	{7558: 7}	2.0																												
534	{7364: 14}	2.0																														
535	{70997: 21}	2.0																														
536	{873: 14}	0.0	{4460: 14}	0.0																												
537	{7364: 14}	2.0																														
538	{7364: 14}	2.0																														
539	{7558: 7}	2.0																														
540	{873: 14}	4.0	{7364: 14}	4.0																												
541	{7558: 28}	2.0																														
542	{55826: 7}	1.0	{70996: 7}	1.0																												
543	{873: 4}	3.0																														
544	{70997: 28}	10.0																														
545	{873: 7}	4.0	{7364: 7}	4.0	{7558: 7}	4.0																										
546	{7364: 7}	2.0																														
547	{7558: 14}	2.0																														
548	{7558: 7}	1.0																														
549	{7364: 14}	3.0	{7558: 7}	3.0																												
550	{7558: 7}	1.0																														
551	{873: 14}	8.0	{70997: 14}	8.0																												
552	{873: 7}	2.0	{70997: 7}	2.0																												
553	{4460: 14}	2.0																														
554	{7558: 14}	3.0	{70997: 14}	3.0																												
555	{55826: 7}	1.0	{70996: 7}	1.0																												
556	{55826: 7}	1.0	{70996: 7}	1.0																												
557	{70996: 28}	2.0																														
558	{7364: 14}	2.0																														
559	{55826: 28}	2.0																														
560	{55826: 28}	1.0																														
561	{55826: 35}	2.0																														
562	{70996: 14}	2.0																														
563	{55826: 14}	2.0																														
564	{7364: 28}	2.0																														
565	{113255: 28}	2.0																														
566	{7364: 28}	2.0																														
567	{55826: 28}	25.0	{70996: 28}	25.0	{113255: 28}	25.0																										
568	{55826: 28}	4.0	{70996: 28}	4.0	{76802: 28}	4.0																										
569	{70996: 28}	3.0																														
570	{76802: 28}	3.0																														
571	{76802: 28}	2.0																														
572	{7364: 28}	4.0	{55826: 28}	4.0	{70996: 28}	4.0																										
573	{70996: 28}	2.0																														
574	{70996: 28}	17.0																														
575	{70996: 14}	2.0																														
576	{76802: 28}	3.0																														
577	{7364: 28}	6.0	{113255: 28}	6.0																												
578	{113255: 14}	3.0																														
579	{7364: 28}	4.0	{55826: 28}	4.0	{70996: 28}	4.0																										
580	{7364: 28}	3.0																														
581	{76802: 28}	3.0																														
582	{70996: 28}	3.0																														
583	{70996: 28}	3.0																														
584	{7364: 28}	4.0	{55826: 28}	4.0	{76802: 28}	4.0																										
585	{7364: 28}	3.0																														
586	{55826: 28}	4.0	{70996: 28}	4.0	{76802: 28}	4.0																										
587	{55826: 28}	4.0	{70996: 28}	4.0	{113255: 28}	4.0																										
588	{76802: 28}	3.0																														
589	{7364: 28}	8.0	{55826: 28}	8.0	{70996: 28}	8.0																										
590	{55826: 28}	3.0	{113255: 28}	3.0																												
591	{7364: 28}	4.0	{55826: 28}	4.0	{70996: 28}	4.0																										
592	{7364: 28}	12.0	{70996: 21}	12.0	{76802: 28}	12.0																										
593	{113255: 28}	2.0																														
594	{70996: 28}	10.0	{76802: 28}	10.0	{113255: 28}	10.0																										
595	{7364: 28}	9.0	{76802: 28}	9.0	{113255: 28}	9.0																										
596	{55826: 28}	21.0	{76802: 28}	21.0	{113255: 28}	21.0																										
597	{7364: 28}	6.0	{55826: 56}	6.0	{70996: 56}	6.0																										
598	{70996: 7}	1.0																														
599	{76802: 7}	2.0	{113255: 7}	2.0																												
600	{76802: 7}	1.0	{113255: 7}	1.0																												
601	{70996: 14}	2.0																														
602	{76802: 7}	1.0	{113255: 7}	1.0																												
603	{76802: 7}	1.0	{113255: 7}	1.0																												
604	{76802: 7}	0.0	{113255: 7}	0.0																												
605	{55826: 7}	2.0	{70996: 7}	2.0																												
606	{55826: 7}	2.0	{70996: 7}	2.0																												
607	{55826: 7}	10.0	{70996: 7}	10.0																												
608	{55826: 7}	2.0	{70996: 7}	2.0																												
609	{55826: 7}	2.0	{70996: 7}	2.0																												
610	{55826: 7}	2.0	{70996: 7}	2.0																												
611	{55826: 7}	2.0	{70996: 7}	2.0																												
612	{55826: 7}	2.0	{70996: 7}	2.0																												
613	{55826: 7}	3.0	{70996: 7}	3.0																												
614	{55826: 7}	2.0	{70996: 7}	2.0																												
615	{76802: 28}	3.0	{113255: 28}	3.0																												
616	{76802: 28}	3.0	{113255: 28}	3.0																												
617	{76802: 7}	6.0	{113255: 7}	6.0																												
618	{76802: 7}	1.0	{113255: 7}	1.0																												
619	{55826: 154}	3.0	{76802: 7}	3.0																												
620	{76802: 7}	5.0	{113255: 7}	5.0																												
621	{55826: 7}	10.0	{70996: 7}	10.0																												
622	{55826: 7}	1.0	{70996: 7}	1.0																												
623	{55826: 7}	4.0	{70996: 7}	4.0																												
624	{76802: 7}	1.0	{113255: 7}	1.0																												
625	{55826: 7}	2.0	{70996: 7}	2.0																												
626	{55826: 7}	2.0	{70996: 7}	2.0																												
627	{76802: 7}	1.0																														
628	{70996: 14}	62.0																														
629	{873: 3}	0.0																														
630	{7558: 28}	0.0																														
631	{76802: 7}	6.0	{113255: 7}	6.0																												
632	{76802: 7}	0.0	{113255: 7}	0.0																												
633	{76802: 7}	1.0	{113255: 7}	1.0																												
634	{76802: 7}	0.0	{113255: 7}	0.0																												
635	{76802: 7}	1.0	{113255: 7}	1.0																												
636	{55826: 7}	2.0	{70996: 7}	2.0																												
637	{55826: 7}	2.0	{70996: 7}	2.0																												
638	{55826: 7}	2.0	{70996: 7}	2.0																												
639	{55826: 7}	2.0	{70996: 7}	2.0																												
640	{55826: 7}	2.0	{70996: 7}	2.0																												
641	{55826: 7}	2.0	{70996: 7}	2.0																												
642	{55826: 7}	2.0	{70996: 7}	2.0																												
643	{55826: 7}	2.0	{70996: 7}	2.0																												
644	{76802: 7}	0.0	{113255: 7}	0.0																												
645	{76802: 7}	5.0	{113255: 7}	5.0																												
646	{76802: 7}	1.0	{113255: 7}	1.0																												
647	{76802: 7}	1.0	{113255: 7}	1.0																												
648	{76802: 7}	1.0	{113255: 7}	1.0																												
649	{76802: 7}	1.0	{113255: 7}	1.0																												
650	{76802: 7}	1.0	{113255: 7}	1.0																												
651	{76802: 7}	1.0	{113255: 7}	1.0																												
652	{55826: 7}	2.0	{70996: 7}	2.0																												
653	{76802: 7}	2.0	{113255: 7}	2.0																												
654	{55826: 7}	2.0	{70996: 7}	2.0																												
655	{55826: 7}	8.0	{70996: 7}	8.0																												
656	{55826: 7}	2.0	{70996: 7}	2.0																												
657	{55826: 7}	2.0	{70996: 7}	2.0																												
658	{55826: 7}	2.0	{70996: 7}	2.0																												
659	{55826: 7}	2.0	{70996: 7}	2.0																												
660	{55826: 7}	2.0	{70996: 7}	2.0																												
661	{55826: 7}	2.0	{70996: 7}	2.0																												
662	{70996: 7}	1.0																														
663	{55826: 7}	2.0	{70996: 7}	2.0																												
664	{76802: 7}	1.0																														
665	{70996: 14}	2.0																														
666	{76802: 7}	1.0																														
667	{55826: 91}	4.0																														
668	{55826: 63}	2.0	{76802: 7}	2.0																												
669	{76802: 7}	2.0	{113255: 7}	2.0																												
670	{76802: 7}	2.0	{113255: 7}	2.0																												
671	{76802: 7}	2.0	{113255: 7}	2.0																												
672	{76802: 7}	1.0	{113255: 7}	1.0																												
673	{76802: 7}	2.0	{113255: 7}	2.0																												
674	{76802: 7}	2.0	{113255: 7}	2.0																												
675	{70996: 15}	2.0																														
676	{76802: 7}	2.0	{113255: 7}	2.0																												
677	{76802: 7}	2.0	{113255: 7}	2.0																												
678	{76802: 7}	1.0	{113255: 7}	1.0																												
679	{55826: 7}	2.0	{70996: 7}	2.0																												
680	{55826: 7}	2.0	{70996: 7}	2.0																												
681	{55826: 7}	2.0	{70996: 7}	2.0																												
682	{55826: 7}	2.0	{70996: 7}	2.0																												
683	{55826: 7}	2.0	{70996: 7}	2.0																												
684	{55826: 7}	2.0	{70996: 7}	2.0																												
685	{55826: 7}	2.0	{70996: 7}	2.0																												
686	{55826: 7}	2.0	{70996: 7}	2.0																												
687	{55826: 7}	2.0	{70996: 7}	2.0																												
688	{70996: 7}	1.0																														
689	{76802: 7}	1.0																														
690	{55826: 7}	2.0	{70996: 7}	2.0																												
691	{70996: 14}	2.0																														
692	{76802: 7}	4.0	{113255: 7}	4.0																												
693	{76802: 7}	5.0	{113255: 7}	5.0																												
694	{76802: 7}	2.0	{113255: 7}	2.0																												
695	{76802: 7}	2.0	{113255: 7}	2.0																												
696	{76802: 7}	0.0	{113255: 7}	0.0																												
697	{55826: 7}	2.0	{70996: 7}	2.0																												
698	{10655: 7}	1.0																														
699	{55826: 7}	2.0	{70996: 7}	2.0																												
700	{55826: 7}	2.0	{70996: 7}	2.0																												
701	{55826: 7}	2.0	{70996: 7}	2.0																												
702	{55826: 7}	2.0	{70996: 7}	2.0																												
703	{55826: 7}	2.0	{70996: 7}	2.0																												
704	{55826: 7}	2.0	{70996: 7}	2.0																												
705	{55826: 7}	2.0	{70996: 7}	2.0																												
706	{55826: 7}	2.0	{70996: 7}	2.0																												
707	{70996: 7}	2.0																														
708	{55826: 7}	2.0	{70996: 7}	2.0																												
709	{70996: 14}	2.0																														
710	{10655: 1}	2.0																														
711	{70996: 28}	3.0																														
712	{76802: 28}	4.0																														
713	{70996: 28}	7.0																														
714	{76802: 24}	2.0	{113255: 24}	2.0																												
715	{55826: 28}	5.0	{70996: 28}	5.0	{113255: 28}	5.0																										
716	{55826: 28}	3.0	{70996: 28}	3.0																												
717	{76802: 7}	2.0	{113255: 7}	2.0																												
718	{76802: 7}	1.0	{113255: 7}	1.0																												
719	{76802: 7}	1.0	{113255: 7}	1.0																												
720	{76802: 7}	1.0	{113255: 7}	1.0																												
721	{76802: 7}	1.0	{113255: 7}	1.0																												
722	{76802: 7}	2.0	{113255: 7}	2.0																												
723	{76802: 7}	1.0	{113255: 7}	1.0																												
724	{76802: 7}	1.0	{113255: 7}	1.0																												
725	{76802: 7}	1.0	{113255: 7}	1.0																												
726	{76802: 7}	1.0	{113255: 7}	1.0																												
727	{55826: 7}	1.0	{70996: 7}	1.0																												
728	{55826: 7}	1.0	{70996: 7}	1.0																												
729	{55826: 7}	1.0	{70996: 7}	1.0																												
730	{55826: 7}	2.0	{70996: 7}	2.0																												
731	{55826: 7}	2.0	{70996: 7}	2.0																												
732	{55826: 7}	2.0	{70996: 7}	2.0																												
733	{55826: 7}	1.0	{70996: 7}	1.0																												
734	{70996: 7}	1.0																														
735	{55826: 7}	1.0	{70996: 7}	1.0																												
736	{76802: 7}	1.0																														
737	{55826: 7}	2.0	{70996: 7}	2.0																												
738	{55826: 7}	2.0	{70996: 7}	2.0																												
739	{70996: 14}	2.0																														
740	{55826: 154}	8.0	{76802: 7}	8.0																												
741	{76802: 7}	2.0	{113255: 7}	2.0																												
742	{76802: 7}	0.0	{113255: 7}	0.0																												
743	{55826: 7}	3.0	{70996: 7}	3.0																												
744	{76802: 7}	2.0	{113255: 7}	2.0																												
745	{76802: 7}	1.0	{113255: 7}	1.0																												
746	{70996: 14}	1.0																														
747	{55826: 7}	1.0	{70996: 7}	1.0																												
748	{55826: 7}	2.0	{70996: 7}	2.0																												
749	{55826: 7}	1.0	{70996: 7}	1.0																												
750	{55826: 7}	1.0	{70996: 7}	1.0																												
751	{55826: 7}	0.0	{70996: 7}	0.0																												
752	{55826: 28}	3.0	{70996: 28}	3.0	{76802: 28}	3.0																										
753	{70996: 28}	10.0																														
754	{55826: 7}	4.0	{70996: 7}	4.0																												
755	{55826: 28}	4.0																														
756	{55826: 28}	0.0																														
757	{55826: 28}	3.0	{70996: 28}	3.0	{113255: 28}	3.0																										
758	{55826: 35}	0.0																														
759	{55826: 7}	3.0	{70996: 7}	3.0																												
760	{19075: 21}	10.0	{74864: 21}	10.0	{78678: 21}	10.0																										
761	{7364: 28}	4.0	{55826: 28}	4.0	{76802: 28}	4.0																										
762	{76802: 28}	3.0	{113255: 28}	3.0																												
763	{7364: 14}	2.0																														
764	{113255: 14}	2.0																														
765	{55826: 28}	2.0																														
766	{70996: 28}	2.0																														
767	{55826: 28}	2.0																														
768	{55826: 35}	2.0																														
769	{55826: 28}	9.0	{70996: 28}	9.0	{113255: 28}	9.0																										
770	{113255: 28}	21.0																														
771	{7364: 28}	2.0																														
772	{7364: 28}	2.0																														
773	{70996: 14}	2.0																														
774	{55826: 28}	2.0	{70996: 28}	2.0	{76802: 28}	2.0																										
775	{55826: 28}	2.0	{70996: 28}	2.0	{113255: 28}	2.0																										
776	{70996: 28}	0.0	{76802: 28}	0.0	{113255: 28}	0.0																										
777	{76802: 28}	0.0																														
778	{7364: 28}	9.0	{76802: 28}	9.0	{113255: 28}	9.0																										
779	{76802: 21}	0.0																														
780	{76802: 3}	0.0																														
781	{7364: 14}	3.0	{55826: 28}	3.0	{70996: 14}	3.0																										
782	{7364: 28}	4.0	{55826: 28}	4.0	{70996: 28}	4.0																										
783	{19075: 21}	3.0	{74864: 21}	3.0	{78678: 21}	3.0																										
784	{55826: 14}	2.0																														
785	{7364: 14}	2.0																														
786	{70996: 28}	1.0																														
787	{2868: 7}	6.0	{10716: 7}	6.0	{14806: 7}	6.0	{32934: 7}	6.0	{44272: 7}	6.0	{44275: 7}	6.0	{49353: 7}	6.0	{50093: 7}	6.0	{52624: 7}	6.0	{70996: 7}	6.0	{76706: 7}	6.0	{90104: 7}	6.0	{93637: 7}	6.0	{106244: 7}	6.0	{118893: 7}	6.0	{127573: 7}	6.0
788	{55826: 28}	2.0																														
789	{113255: 28}	2.0																														
790	{7364: 28}	5.0																														
791	{70996: 14}	3.0																														
792	{55826: 35}	2.0																														
793	{2868: 1}	3.0	{10716: 1}	3.0	{14806: 1}	3.0	{32934: 1}	3.0	{44272: 1}	3.0	{44275: 1}	3.0	{49353: 1}	3.0	{50093: 1}	3.0	{52624: 1}	3.0	{70996: 1}	3.0	{76706: 1}	3.0	{90104: 1}	3.0	{93637: 1}	3.0	{106244: 1}	3.0	{118893: 1}	3.0	{127573: 1}	3.0
794	{70996: 28}	4.0	{76802: 28}	4.0	{113255: 28}	4.0																										
795	{55826: 28}	9.0	{70996: 28}	9.0	{113255: 28}	9.0																										
796	{55826: 28}	4.0	{70996: 28}	4.0	{113255: 28}	4.0																										
797	{7364: 28}	3.0	{55826: 28}	3.0	{70996: 28}	3.0																										
798	{55826: 28}	4.0	{70996: 28}	4.0	{76802: 28}	4.0																										
799	{7364: 28}	0.0	{70996: 21}	0.0	{76802: 28}	0.0																										
800	{76802: 28}	0.0																														
801	{7364: 28}	3.0	{55826: 28}	3.0	{70996: 28}	3.0																										
802	{7364: 28}	14.0	{55826: 28}	14.0	{76802: 28}	14.0																										
803	{55826: 28}	3.0	{113255: 28}	3.0																												
804	{113255: 14}	2.0																														
805	{113255: 28}	3.0																														
806	{113255: 7}	0.0																														
807	{76802: 6}	2.0	{113255: 6}	2.0																												
808	{76802: 6}	1.0	{113255: 6}	1.0																												
809	{76802: 6}	1.0	{113255: 6}	1.0																												
810	{76802: 6}	1.0	{113255: 6}	1.0																												
811	{76802: 6}	2.0	{113255: 6}	2.0																												
812	{76802: 6}	1.0	{113255: 6}	1.0																												
813	{76802: 6}	6.0	{113255: 6}	6.0																												
814	{76802: 6}	1.0	{113255: 6}	1.0																												
815	{76802: 6}	1.0	{113255: 6}	1.0																												
816	{76802: 6}	2.0	{113255: 6}	2.0																												
817	{55826: 6}	1.0	{70996: 6}	1.0																												
818	{55826: 6}	2.0	{70996: 6}	2.0																												
819	{55826: 6}	1.0	{70996: 6}	1.0																												
820	{55826: 6}	2.0	{70996: 6}	2.0																												
821	{55826: 6}	1.0	{70996: 6}	1.0																												
822	{55826: 6}	2.0	{70996: 6}	2.0																												
823	{70996: 6}	3.0																														
824	{55826: 6}	1.0	{70996: 6}	1.0																												
825	{55826: 6}	2.0	{70996: 6}	2.0																												
826	{55826: 6}	2.0	{70996: 6}	2.0																												
827	{55826: 6}	2.0	{70996: 6}	2.0																												
828	{76802: 6}	0.0																														
829	{70996: 12}	2.0																														
830	{7364: 28}	3.0	{70996: 21}	3.0	{76802: 28}	3.0																										
831	{76802: 7}	2.0	{113255: 7}	2.0																												
832	{55826: 28}	4.0	{70996: 28}	4.0	{76802: 28}	4.0																										
833	{55826: 7}	14.0	{70996: 7}	14.0																												
834	{70996: 15}	3.0																														
835	{7364: 28}	4.0	{55826: 28}	4.0	{70996: 28}	4.0																										
836	{70996: 28}	2.0																														
837	{70996: 7}	1.0																														
838	{7364: 28}	5.0	{113255: 28}	5.0																												
839	{55826: 7}	1.0	{70996: 7}	1.0																												
840	{76802: 28}	3.0	{113255: 28}	3.0																												
841	{55826: 14}	2.0																														
842	{76802: 7}	2.0	{113255: 7}	2.0																												
843	{70996: 28}	7.0																														
844	{55826: 28}	11.0																														
845	{55826: 28}	2.0																														
846	{55826: 28}	2.0																														
847	{7364: 28}	2.0																														
848	{55826: 28}	4.0	{70996: 28}	4.0	{76802: 28}	4.0																										
849	{70996: 28}	4.0	{76802: 28}	4.0	{113255: 28}	4.0																										
850	{76802: 7}	2.0																														
851	{7364: 21}	3.0	{55826: 21}	3.0	{70996: 21}	3.0																										
852	{19075: 21}	5.0	{74864: 21}	5.0	{78678: 21}	5.0																										
853	{19075: 21}	6.0	{74864: 21}	6.0	{78678: 21}	6.0																										
854	{76802: 7}	2.0	{113255: 7}	2.0																												
855	{76802: 7}	2.0	{113255: 7}	2.0																												
856	{76802: 7}	2.0	{113255: 7}	2.0																												
857	{76802: 7}	7.0	{113255: 7}	7.0																												
858	{76802: 7}	2.0	{113255: 7}	2.0																												
859	{76802: 7}	2.0	{113255: 7}	2.0																												
860	{76802: 7}	2.0	{113255: 7}	2.0																												
861	{76802: 7}	2.0	{113255: 7}	2.0																												
862	{76802: 7}	1.0	{113255: 7}	1.0																												
863	{76802: 7}	2.0	{113255: 7}	2.0																												
864	{55826: 7}	2.0	{70996: 7}	2.0																												
865	{7364: 12}	2.0	{55826: 18}	2.0	{70996: 18}	2.0																										
866	{55826: 7}	2.0	{70996: 7}	2.0																												
867	{55826: 7}	2.0	{70996: 7}	2.0																												
868	{55826: 7}	2.0	{70996: 7}	2.0																												
869	{55826: 7}	15.0	{70996: 7}	15.0																												
870	{55826: 7}	2.0	{70996: 7}	2.0																												
871	{70996: 7}	1.0																														
872	{76802: 7}	1.0																														
873	{55826: 7}	2.0	{70996: 7}	2.0																												
874	{55826: 7}	2.0	{70996: 7}	2.0																												
875	{55826: 7}	2.0	{70996: 7}	2.0																												
876	{76802: 7}	11.0	{113255: 7}	11.0																												
877	{76802: 7}	2.0	{113255: 7}	2.0																												
878	{55826: 7}	2.0	{70996: 7}	2.0																												
879	{55826: 7}	2.0	{70996: 7}	2.0																												
880	{55826: 7}	2.0	{70996: 7}	2.0																												
881	{55826: 7}	2.0	{70996: 7}	2.0																												
882	{55826: 7}	2.0	{70996: 7}	2.0																												
883	{76802: 7}	1.0	{113255: 7}	1.0																												
884	{70996: 28}	2.0																														
885	{55826: 28}	3.0																														
886	{55826: 28}	1.0																														
887	{7364: 14}	6.0																														
888	{55826: 28}	3.0	{113255: 28}	3.0																												
889	{55826: 35}	2.0																														
890	{7364: 28}	2.0																														
891	{113255: 14}	1.0																														
892	{70996: 28}	6.0	{76802: 28}	6.0	{113255: 28}	6.0																										
893	{76802: 28}	3.0																														
894	{7364: 28}	4.0	{70996: 21}	4.0	{76802: 28}	4.0																										
895	{7364: 28}	3.0	{55826: 28}	3.0	{70996: 28}	3.0																										
896	{55826: 28}	6.0	{70996: 28}	6.0	{113255: 28}	6.0																										
897	{7364: 28}	2.0																														
898	{7364: 28}	4.0	{55826: 28}	4.0	{70996: 28}	4.0																										
899	{7364: 28}	3.0	{113255: 28}	3.0																												
900	{55826: 28}	19.0	{70996: 28}	19.0	{76802: 28}	19.0																										
901	{7364: 28}	7.0	{55826: 28}	7.0	{76802: 28}	7.0																										
902	{7364: 28}	11.0	{55826: 28}	11.0	{70996: 28}	11.0																										
903	{113255: 28}	8.0																														
904	{55826: 28}	4.0	{70996: 28}	4.0	{76802: 28}	4.0																										
905	{76802: 7}	1.0	{113255: 7}	1.0																												
906	{55826: 28}	4.0	{113255: 28}	4.0																												
907	{7364: 28}	10.0	{55826: 56}	10.0	{70996: 56}	10.0																										
908	{55826: 28}	7.0	{70996: 28}	7.0	{76802: 28}	7.0																										
909	{19075: 21}	12.0	{74864: 21}	12.0	{78678: 21}	12.0																										
910	{7364: 21}	17.0	{55826: 21}	17.0	{70996: 21}	17.0																										
911	{19075: 21}	3.0	{74864: 21}	3.0	{78678: 21}	3.0																										
912	{19075: 21}	0.0	{74864: 21}	0.0	{78678: 21}	0.0																										
913	{76802: 7}	2.0	{113255: 7}	2.0																												
914	{55826: 28}	2.0																														
915	{55826: 28}	5.0	{70996: 28}	5.0																												
916	{70996: 28}	2.0																														
917	{55826: 7}	5.0	{70996: 7}	5.0																												
918	{76802: 7}	3.0	{113255: 7}	3.0																												
919	{76802: 7}	2.0	{113255: 7}	2.0																												
920	{76802: 7}	1.0	{113255: 7}	1.0																												
921	{55826: 7}	2.0	{70996: 7}	2.0																												
922	{70996: 28}	2.0																														
923	{55826: 7}	2.0	{70996: 7}	2.0																												
924	{55826: 7}	0.0	{70996: 7}	0.0																												
925	{76802: 7}	2.0	{113255: 7}	2.0																												
926	{7364: 21}	3.0	{55826: 21}	3.0	{70996: 21}	3.0																										
927	{76802: 7}	3.0	{113255: 7}	3.0																												
928	{76802: 7}	2.0	{113255: 7}	2.0																												
929	{76802: 7}	2.0	{113255: 7}	2.0																												
930	{76802: 7}	2.0	{113255: 7}	2.0																												
931	{76802: 7}	2.0	{113255: 7}	2.0																												
932	{76802: 7}	1.0	{113255: 7}	1.0																												
933	{76802: 7}	2.0	{113255: 7}	2.0																												
934	{76802: 7}	1.0	{113255: 7}	1.0																												
935	{55826: 7}	2.0	{70996: 7}	2.0																												
936	{55826: 7}	9.0	{70996: 7}	9.0																												
937	{76802: 7}	3.0	{113255: 7}	3.0																												
938	{55826: 7}	2.0	{70996: 7}	2.0																												
939	{55826: 7}	1.0	{70996: 7}	1.0																												
940	{55826: 7}	2.0	{70996: 7}	2.0																												
941	{55826: 7}	2.0	{70996: 7}	2.0																												
942	{55826: 7}	1.0	{70996: 7}	1.0																												
943	{55826: 7}	1.0	{70996: 7}	1.0																												
944	{7364: 28}	2.0																														
945	{55826: 7}	1.0	{70996: 7}	1.0																												
946	{76802: 7}	1.0																														
947	{70996: 14}	1.0																														
948	{55826: 154}	3.0	{76802: 7}	3.0																												
949	{76802: 7}	5.0	{113255: 7}	5.0																												
950	{76802: 7}	2.0	{113255: 7}	2.0																												
951	{76802: 7}	2.0	{113255: 7}	2.0																												
952	{76802: 7}	2.0	{113255: 7}	2.0																												
953	{76802: 7}	8.0	{113255: 7}	8.0																												
954	{55826: 7}	4.0	{70996: 7}	4.0																												
955	{76802: 7}	2.0	{113255: 7}	2.0																												
956	{55826: 7}	1.0	{70996: 7}	1.0																												
957	{55826: 7}	1.0	{70996: 7}	1.0																												
958	{55826: 7}	1.0	{70996: 7}	1.0																												
959	{55826: 7}	1.0	{70996: 7}	1.0																												
960	{55826: 7}	1.0	{70996: 7}	1.0																												
961	{55826: 7}	1.0	{70996: 7}	1.0																												
962	{76802: 7}	2.0	{113255: 7}	2.0																												
963	{76802: 7}	2.0	{113255: 7}	2.0																												
964	{76802: 7}	2.0	{113255: 7}	2.0																												
965	{76802: 7}	2.0	{113255: 7}	2.0																												
966	{76802: 7}	2.0	{113255: 7}	2.0																												
967	{76802: 7}	2.0	{113255: 7}	2.0																												
968	{76802: 7}	4.0	{113255: 7}	4.0																												
969	{76802: 7}	12.0	{113255: 7}	12.0																												
970	{76802: 7}	2.0	{113255: 7}	2.0																												
971	{76802: 7}	3.0	{113255: 7}	3.0																												
972	{55826: 7}	2.0	{70996: 7}	2.0																												
973	{55826: 7}	1.0	{70996: 7}	1.0																												
974	{55826: 7}	1.0	{70996: 7}	1.0																												
975	{55826: 7}	5.0	{70996: 7}	5.0																												
976	{55826: 7}	1.0	{70996: 7}	1.0																												
977	{55826: 7}	1.0	{70996: 7}	1.0																												
978	{55826: 7}	1.0	{70996: 7}	1.0																												
979	{55826: 7}	2.0	{70996: 7}	2.0																												
980	{55826: 7}	1.0	{70996: 7}	1.0																												
981	{76802: 7}	0.0																														
982	{55826: 7}	1.0	{70996: 7}	1.0																												
983	{70996: 14}	2.0																														
984	{76802: 7}	2.0	{113255: 7}	2.0																												
985	{76802: 7}	2.0	{113255: 7}	2.0																												
986	{76802: 7}	2.0	{113255: 7}	2.0																												
987	{76802: 7}	2.0	{113255: 7}	2.0																												
988	{76802: 7}	2.0	{113255: 7}	2.0																												
989	{76802: 7}	2.0	{113255: 7}	2.0																												
990	{76802: 7}	1.0	{113255: 7}	1.0																												
991	{76802: 7}	2.0	{113255: 7}	2.0																												
992	{76802: 7}	2.0	{113255: 7}	2.0																												
993	{76802: 7}	1.0	{113255: 7}	1.0																												
994	{55826: 7}	0.0	{70996: 7}	0.0																												
995	{76802: 7}	2.0																														
996	{55826: 28}	2.0																														
997	{55826: 14}	3.0																														
998	{70996: 14}	2.0																														
999	{70996: 28}	5.0																														
1000	{7364: 14}	2.0																														
1001	{113255: 28}	3.0																														
1002	{7364: 28}	2.0																														
1003	{76802: 14}	1.0																														
1004	{55826: 35}	3.0																														
1005	{7364: 28}	3.0																														
1006	{55826: 28}	7.0	{70996: 28}	7.0	{113255: 28}	7.0																										
1007	{70996: 28}	12.0	{76802: 28}	12.0	{113255: 28}	12.0																										
1008	{76802: 28}	3.0																														
1009	{55826: 28}	0.0	{70996: 28}	0.0	{113255: 28}	0.0																										
